0 0.01
1 0.0397
2 0.15407173
3 0.5450726
4 1.2889781
5 0.1715188
6 0.5978191
7 1.3191134
8 0.056273222
9 0.21559286
10 0.722
11 1.3241479
12 0.036488414
13 0.14195944
14 0.50738037
15 1.2572169
16 0.28708452
17 0.9010855
18 1.1684768
19 0.577893
20 1.3096911
21 0.09289217
22 0.34568182
23 1.0242395
24 0.94975823
25 1.0929108
26 0.7882812
27 1.2889631
28 0.17157483
29 0.59798557
30 1.3191822
31 0.05600393
32 0.21460639
33 0.7202578
34 1.3247173
35 0.034241438
36 0.13344833
37 0.48036796
38 1.2292118
39 0.3839622
40 1.093568
